Latitude,Longitude,PV Capacity (kW),Wind Turbine Capacity (kW),Genset Capacity (kW),Battery Energy Capacity (kWh),Battery Power Capacity (kW),Total System Generation (kWh),Total PV Generation (kWh),Total Wind Generation (kWh),Total Genset Generation (kWh),Total Battery Generation (kWh),Total Load Served (kWh),Total CO2 emissions (tonne),System Cost ($),System NPC ($),System LCOE ($/kWh),Deficit Hours Fixed,Total Load Reduction (kWh),Total Charging Prevented (kWh),Demand Not Served (kWh),Load Reduction Percentage,Demand Met Percentage,Project Lifetime (years),Deposit_ID,Configuration_Index
-41.2245,148.0131,14144.75979,24000,19000.0,60000.0,9000,2803190458.1924114,516677172.2611189,1690265825.750146,596247460.1811466,-41287.4068179685,1969558247.65,390243.9626885604,511224280.91517735,122535846.97477941,0.25956291545332577,21125,0.0,72679163.99993904,3.410605131648481e-10,0.0,100.0,25,DEP_80,80
-41.2021,146.8156,13152.93281,26000,19000.0,60000.0,9000,2794696984.201331,516321719.0326002,1663411149.3262944,614964115.8424363,-45741.82845947712,1969558247.65,402494.01381887455,525909583.57523084,126055781.50588046,0.26701905577188473,22475,0.0,74691889.17908564,6.59383658785373e-10,0.0,100.0,25,DEP_81,81
-41.4269,145.5264,18874.67604,25000,19000.0,61000.0,9000,2204251407.0393896,621706495.7132801,571146081.2144866,1011398830.1116226,-11965.296724403306,1969558247.65,661960.5343080569,719317003.4568201,172413794.79110926,0.36521743102296217,26350,0.0,97876481.30317792,1.8985701899509877e-09,0.0,100.0,25,DEP_82,82
-42.061,145.5855,14801.67929,25000,19000.0,63000.0,9000,2330715548.9868326,461936688.64024997,982787475.9580053,885991384.3885773,9234.806742753812,1969558247.65,579881.3610823238,659630277.0524065,158107425.0701252,0.33491280485837455,24175,0.0,71726229.10220972,1.0686562745831907e-09,0.0,100.0,25,DEP_83,83
-41.7824,145.434,14949.87374,26000,19000.0,62000.0,9000,2351545884.456259,450872362.5930579,1023817299.7890353,876856222.0741657,8966.179148569921,1969558247.65,573902.3973475414,656689249.2039163,157402487.2339449,0.33341956247673926,23975,0.0,70320441.62802842,1.1368683772161603e-09,0.0,100.0,25,DEP_84,84
-37.6078,142.6124,16850.88331,25000,19000.0,62000.0,9000,2348611177.8060637,679586946.3475944,814699213.5709867,854325017.8874826,-29013.47840154853,1969558247.65,559155.7242073574,643577409.4804115,154259697.57019693,0.32676231345191387,27450,0.0,105730946.72243635,1.2960299500264227e-09,0.0,100.0,25,DEP_85,85
-20.9168,116.8861,19643.99566,20000,19000.0,75000.0,9000,2783866581.8235817,1164216000.546786,951867794.1490633,667782787.1277322,-42974.2529914525,1969558247.65,437063.83417510067,551646326.3733196,132224646.51262516,0.28008632241850295,27700,0.0,138357704.60137117,1.3642420526593924e-10,0.0,100.0,25,DEP_86,86
-21.117,116.8296,18286.10084,21000,19000.0,70000.0,9000,2737950069.091998,1077977117.3764334,995677452.599212,664295499.1163527,-45546.573141085406,1969558247.65,434781.4041716528,545104709.9582391,130656680.08784766,0.2767649601674064,28925,0.0,137101144.51210812,6.821210263296962e-11,0.0,100.0,25,DEP_87,87
-20.7571,117.7045,19149.31518,20000,19000.0,74000.0,9000,2766004199.542857,1147009003.7237124,940517331.7350832,678477864.0840616,-49528.949536385444,1969558247.65,444063.76204301836,553588651.7135518,132690204.36961868,0.2810724955070875,26500,0.0,133586225.30447918,1.5916157281026244e-10,0.0,100.0,25,DEP_88,88
-17.3472,128.0235,21619.41159,20000,19000.0,81000.0,9000,2740640175.6823974,1180691117.9756846,800208438.305288,759740619.4014249,-56871.377576752995,1969558247.65,497250.2353982326,608032278.5645941,145739850.44008422,0.3087150528754732,26050,0.0,137658031.96776056,4.547473508864641e-11,0.0,100.0,25,DEP_89,89
-20.8771,117.8091,20008.85048,20000,19000.0,80000.0,9000,2810170239.4986744,1191713818.6357937,940517331.7350832,677939089.1277978,-54149.245203332066,1969558247.65,443711.13383414363,562567390.3183393,134842326.9912853,0.285631253094227,25525,0.0,132962719.47064707,1.1368683772161603e-10,0.0,100.0,25,DEP_90,90
-27.599,120.5777,13954.3578,21000,19000.0,65000.0,9000,2687559144.3694534,789653062.1166375,1302755740.638051,595150341.6147652,-27979.58783067479,1969558247.65,389525.89858686377,511261740.86776286,122544825.78738487,0.2595819349226053,28550,0.0,111103474.95688613,2.7284841053187847e-10,0.0,100.0,25,DEP_91,91
-28.7772,116.9626,12740.5664,22000,19000.0,66000.0,9000,2700767021.107406,725865413.9220599,1367510360.8502643,607391246.3350819,-39587.4024731286,1969558247.65,397537.57072631107,516578148.3005246,123819120.67508125,0.26228122418663447,27425,0.0,105973185.59041947,2.2737367544323206e-10,0.0,100.0,25,DEP_92,92
-28.4868,122.2385,12847.27454,22000,19000.0,63000.0,9000,2724193011.05808,719193106.0582684,1449204706.098975,555795198.9008371,-35400.25541153677,1969558247.65,363767.95768059784,492215927.38525116,117979716.16030425,0.24991184087728505,27400,0.0,107040885.40053119,1.1368683772161603e-10,0.0,100.0,25,DEP_93,93
-28.409,121.1478,13679.81463,21000,19000.0,63000.0,9000,2726456246.253584,774556358.3684431,1371032208.0167117,580867679.8684293,-29013.54373507836,1969558247.65,380177.89647388697,500788303.5446955,120034437.37073557,0.25426427684594577,27950,0.0,107602347.35845067,2.7284841053187847e-10,0.0,100.0,25,DEP_94,94
-30.9106,121.7167,13508.08188,22000,19000.0,63000.0,9000,2743666632.891722,728999897.1034569,1429547861.129993,585118874.6582723,-70214.2216537543,1969558247.65,382960.30346383917,506200096.6274817,121331595.33800648,0.2570119960815883,25700,0.0,96955817.11215082,4.547473508864641e-10,0.0,100.0,25,DEP_95,95
-31.1785,121.6775,13134.90687,22000,19000.0,59000.0,9000,2724159460.0497684,704350319.9116688,1429547861.129993,590261279.0081066,-71630.48954393443,1969558247.65,386326.0071108058,502830924.159932,120524035.10010806,0.2553013726605396,25825,0.0,95832594.76069261,4.320099833421409e-10,0.0,100.0,25,DEP_96,96
-21.147,119.2055,16895.38811,22000,19000.0,71000.0,9000,2763087695.5720468,985692197.3240976,1115840373.1087065,661555125.1392425,-58577.73795102722,1969558247.65,432987.8294036342,542129244.122606,129943487.77690908,0.27525423265316146,27875,0.0,123654020.61130351,1.8189894035458565e-10,0.0,100.0,25,DEP_97,97
-24.6431,118.5873,14948.22422,21000,19000.0,67000.0,9000,2667787738.404109,861531286.0942134,1176458604.9122825,629797847.3976133,-37953.8166206018,1969558247.65,412202.6911217379,527267025.3809506,126381148.05749471,0.2677082670746423,29450,0.0,120132461.87897334,1.3642420526593924e-10,0.0,100.0,25,DEP_98,98
-30.3934,121.652,13510.58447,22000,19000.0,59000.0,9000,2760332153.6340876,731535091.110636,1453059071.3923938,575737991.131058,-71234.01585694203,1969558247.65,376820.51519527746,495709212.39681745,118817025.05504276,0.25168547972027655,24925,0.0,95233498.53113669,3.865352482534945e-10,0.0,100.0,25,DEP_99,99
-20.8108,117.0665,18754.95263,21000,19000.0,72000.0,9000,2775223149.5273576,1123782447.1809862,995677452.599212,655763249.7471596,-52855.54813309261,1969558247.65,429197.04695951595,544357535.0083146,130477588.99467143,0.2763855984751001,28150,0.0,137572110.97655165,6.821210263296962e-11,0.0,100.0,25,DEP_100,100
-31.1389,121.6784,13145.66965,22000,19000.0,57000.0,9000,2728818853.2398624,711360708.9049381,1429547861.129993,587910283.204931,-72887.18331438412,1969558247.65,384787.2803576273,498594508.34064597,119508604.45658645,0.2531504254497421,25450,0.0,94435462.00831929,4.547473508864641e-10,0.0,100.0,25,DEP_101,101
-31.1637,121.0857,13336.73786,23000,19000.0,61000.0,9000,2767427369.0223694,711569014.2781643,1487380460.7154355,568477894.0287693,-68499.6861352427,1969558247.65,372068.7816418294,498961945.0602975,119596675.72262947,0.25333698338479677,26000,0.0,99167782.52175613,1.8189894035458565e-10,0.0,100.0,25,DEP_102,102
-23.432,117.9,19340.68048,20000,19000.0,73000.0,9000,2755237470.3290625,1095763044.312803,930481927.3608134,728992498.6554458,-73321.23899590991,1969558247.65,477125.5903699893,574886697.3433003,137795153.71881002,0.29188611102476036,27625,0.0,140857132.28756908,2.5011104298755527e-10,0.0,100.0,25,DEP_103,103
-32.7509,116.3581,12034.62249,21000,19000.0,58000.0,9000,2637037070.3010583,600754291.2387677,1433886347.9944692,602396431.0678214,-61336.53581812227,1969558247.65,394268.46413388907,500793913.2561798,120035781.96795772,0.2542671250539087,25700,0.0,92453712.4645858,7.958078640513122e-10,0.0,100.0,25,DEP_104,104
-20.8684,116.8655,18966.35413,20000,19000.0,71000.0,9000,2747968959.5667872,1126980084.285492,951867794.1490633,669121081.1322318,-46530.366479829216,1969558247.65,437939.7476010457,545638621.1321696,130784653.77835736,0.27703604185517455,28600,0.0,140280635.31192577,1.5916157281026244e-10,0.0,100.0,25,DEP_105,105
-21.2035,119.2383,17932.28856,21000,19000.0,71000.0,9000,2778039108.915131,1046577798.1669177,1064652058.3622212,666809252.385992,-62216.3430097383,1969558247.65,436426.6556866318,542327924.9757977,129991109.78457257,0.2753551084985083,26425,0.0,122782445.822598,4.547473508864641e-11,0.0,100.0,25,DEP_106,106
-27.3105,120.5528,14064.44778,21000,19000.0,65000.0,9000,2697090868.680958,800234253.282233,1302755740.638051,594100874.760674,-29810.080345326092,1969558247.65,388839.02253086114,510442519.93320227,122348465.92181638,0.25916599346185487,28075,0.0,111522552.19770285,2.2737367544323206e-10,0.0,100.0,25,DEP_107,107
-17.295,128.1877,24746.09099,19000,19000.0,91000.0,9000,2898117863.510213,1372552391.7643774,766328560.5801105,759236911.1657252,-59351.54006831656,1969558247.65,496920.5583579671,623416861.410551,149427396.12161607,0.31652623737042945,19675,0.0,110440217.22709057,6.821210263296962e-11,0.0,100.0,25,DEP_108,108
-20.9825,116.8648,18886.2625,20000,19000.0,79000.0,9000,2739938564.7675586,1114849813.4565618,951867794.1490633,673220957.1619335,-36285.192062099835,1969558247.65,440623.1164624855,558864044.4402468,133954668.40237738,0.28375096045372694,30575,0.0,150380906.13717794,1.3642420526593924e-10,0.0,100.0,25,DEP_109,109
-27.4555,120.5775,14400.66979,21000,19000.0,65000.0,9000,2713262165.9321365,818491288.9593467,1302755740.638051,592015136.3347386,-29525.836727030146,1969558247.65,387473.90673108643,510332631.261255,122322126.59875864,0.2591101998989692,28175,0.0,110497496.95499372,2.7284841053187847e-10,0.0,100.0,25,DEP_110,110
-21.6549,121.5709,16481.9942,21000,19000.0,68000.0,9000,2708215556.8064213,942516099.1066604,1133518092.0620787,632181365.6376823,-82226.6294490275,1969558247.65,413762.703809863,528367313.3079714,126644877.14487737,0.2682669141358976,30200,0.0,129921770.97775103,2.0463630789890885e-10,0.0,100.0,25,DEP_111,111
-22.1991,122.3141,17424.3308,21000,19000.0,69000.0,9000,2719537325.0261364,998803201.9270403,1084400345.370945,636333777.7281508,-77523.29865885188,1969558247.65,416480.4575230747,536368877.6184452,128562779.90597442,0.2723295329084172,31450,0.0,141870138.77643394,2.7284841053187847e-10,0.0,100.0,25,DEP_112,112
-29.1785,116.9774,12429.34271,22000,19000.0,56000.0,9000,2684815974.002907,704266698.6179923,1367510360.8502643,613038914.5346502,-43600.06950249727,1969558247.65,401233.96956292854,505240612.1245617,121101615.56080575,0.2565248388705412,25925,0.0,97880479.49723977,4.320099833421409e-10,0.0,100.0,25,DEP_113,113
-31.2166,121.68,12909.20493,22000,19000.0,59000.0,9000,2721911432.189212,703679942.959495,1429547861.129993,588683628.099724,-71175.39568504482,1969558247.65,385293.43459126935,501308299.5224172,120159075.71428128,0.25452829339805444,25675,0.0,95718137.027081,3.637978807091713e-10,0.0,100.0,25,DEP_114,114
-26.9204,120.379,14072.89108,21000,19000.0,65000.0,9000,2671173057.304473,801599301.6929598,1270045286.8687775,599528468.7427357,-28629.715521847815,1969558247.65,392391.3827921205,513563878.8861541,123096627.49647313,0.2607507950064023,28750,0.0,113714688.77068336,2.955857780762017e-10,0.0,100.0,25,DEP_115,115
-28.7452,116.9436,12740.5664,22000,19000.0,66000.0,9000,2704846599.959917,733232986.2930405,1371316237.2127655,600297376.4541112,-39010.27955115487,1969558247.65,392894.6328892158,512644987.3362334,122876377.48380563,0.2602842479768757,28275,0.0,108203554.12463923,3.183231456205249e-10,0.0,100.0,25,DEP_116,116
-21.7224,122.2109,16741.64241,21000,19000.0,68000.0,9000,2703482308.830455,957151267.095341,1118017335.8107798,628313705.9243342,-77750.33627805671,1969558247.65,411231.32052747667,528663640.5331336,126715904.10676567,0.26841736778483927,31250,0.0,134465696.00481594,1.3642420526593924e-10,0.0,100.0,25,DEP_117,117
-17.7501,127.8329,21842.73462,20000,19000.0,82000.0,9000,2798551041.060924,1210562857.4910202,863650692.5013709,724337491.0685331,-52332.49278239822,1969558247.65,474078.8879043549,595991233.5488932,142853720.60521206,0.3026014763767493,23675,0.0,126874911.08696298,6.821210263296962e-11,0.0,100.0,25,DEP_118,118
-26.9179,118.6444,15167.47127,21000,19000.0,63000.0,9000,2778449153.2582855,877845125.5816723,1335240576.534657,565363451.1419562,-49329.577637743794,1969558247.65,370030.37877241033,492143929.0334202,117962458.80506556,0.249875285293353,27675,0.0,113215103.99502508,1.8189894035458565e-10,0.0,100.0,25,DEP_119,119
-28.6691,116.3796,13068.73087,21000,19000.0,58000.0,9000,2683675174.73876,742807401.6982497,1325573736.4524467,615294036.588064,-40760.79801777836,1969558247.65,402709.9469468878,504493022.1005859,120922424.97812493,0.25614526643348945,25850,0.0,100070603.99265398,2.7284841053187847e-10,0.0,100.0,25,DEP_120,120
-28.9634,121.766,13664.79611,22000,19000.0,63000.0,9000,2767452447.2208157,758476191.5379968,1440034684.7239764,568941570.9588423,-27698.372047962734,1969558247.65,372372.25819256227,498270012.5351527,119430825.74017905,0.2529856698219862,27350,0.0,103403420.2511971,4.547473508864641e-11,0.0,100.0,25,DEP_121,121
-27.2296,120.5417,14182.64115,21000,19000.0,65000.0,9000,2669678505.9827223,800913658.7420716,1270045286.8687775,598719560.3718731,-28344.94590041985,1969558247.65,391861.95226339094,512876227.3657286,122931803.6322232,0.2604016550298386,28525,0.0,113767723.72758079,3.183231456205249e-10,0.0,100.0,25,DEP_122,122
-26.0954,127.7274,14968.32801,21000,19000.0,66000.0,9000,2702902459.737548,835839623.9783518,1253849715.7385328,613213120.0206631,-72265.02751221476,1969558247.65,401347.987053524,520378674.0286989,124730072.397127,0.264210857764473,28450,0.0,116905325.05377924,4.547473508864641e-11,0.0,100.0,25,DEP_123,123
-31.1931,121.6785,12909.31619,22000,19000.0,57000.0,9000,2712728999.08134,691201712.5709136,1429547861.129993,591979425.3804333,-72431.33711871871,1969558247.65,387450.5339114936,500306289.04163,119918902.84392962,0.2540195445545091,25825,0.0,94652619.4721861,5.002220859751105e-10,0.0,100.0,25,DEP_124,124
-28.4839,121.17,13318.0254,23000,19000.0,62000.0,9000,2792942741.9544263,747082356.5877193,1487984060.2283523,557876325.1383547,-28199.341165762802,1969558247.65,365130.0548030531,495260788.02483976,118709541.77954955,0.2514578020811345,26500,0.0,99125323.7852819,4.320099833421409e-10,0.0,100.0,25,DEP_125,125
-25.5406,119.3281,15435.85268,20000,19000.0,67000.0,9000,2681282525.399914,884052697.0708294,1194873902.8497422,602355925.4793421,-32917.121958193304,1969558247.65,394241.95322622935,513863946.1738026,123168550.91759,0.260903147590037,29225,0.0,121637140.47395219,2.7284841053187847e-10,0.0,100.0,25,DEP_126,126
-20.7886,122.1966,16074.89835,22000,19000.0,70000.0,9000,2739441715.0070734,930295445.9777077,1201986082.0799704,607160186.9493953,-74354.91571324423,1969558247.65,397386.34235837916,522939077.3723186,125343777.97415055,0.2655108464023692,29075,0.0,125363080.0220352,1.1368683772161603e-10,0.0,100.0,25,DEP_127,127
-31.8199,123.1924,13854.20378,21000,19000.0,58000.0,9000,2743410043.774207,721787655.0423517,1407176471.2896507,614445917.4422045,-73907.63762513164,1969558247.65,402154.85296592285,506517317.0709947,121407630.21579826,0.2571730578038762,23025,0.0,87399850.03749438,3.637978807091713e-10,0.0,100.0,25,DEP_128,128
-25.5443,119.348,15378.91206,20000,19000.0,67000.0,9000,2681167696.997534,885052757.2626652,1194873902.8497422,601241036.8851267,-32924.02444799719,1969558247.65,393512.2586413154,513100529.8672047,122985566.9177771,0.26051553970511726,29125,0.0,122274407.15839818,3.410605131648481e-10,0.0,100.0,25,DEP_129,129
-24.237,115.9535,17098.13167,21000,19000.0,69000.0,9000,2798518286.7816997,1012234638.0101837,1117473999.0230813,668809649.7484344,-50741.08937650433,1969558247.65,437735.9157603503,544114191.1820303,130419261.67538518,0.276262045984802,27450,0.0,130500234.63142067,1.8189894035458565e-10,0.0,100.0,25,DEP_130,130
-27.5191,120.588,13892.27005,21000,19000.0,64000.0,9000,2688134307.2090116,789761994.4483799,1302755740.638051,595616572.1225804,-29761.100704824967,1969558247.65,389831.04645422887,510085912.5826075,122262990.35781473,0.25898493390140764,28275,0.0,110060590.13609795,2.5011104298755527e-10,0.0,100.0,25,DEP_131,131
-31.1778,121.6783,13134.90687,22000,19000.0,59000.0,9000,2724159460.0497684,704350319.9116688,1429547861.129993,590261279.0081066,-71630.48954393443,1969558247.65,386326.0071108058,502830924.159932,120524035.10010806,0.2553013726605396,25825,0.0,95832594.76069261,4.320099833421409e-10,0.0,100.0,25,DEP_132,132
-28.302,120.492,13544.93226,21000,19000.0,64000.0,9000,2701643097.029171,768662110.9176548,1336143140.9848464,596837845.1266698,-28639.36598549661,1969558247.65,390630.36963540537,509099201.12300086,122026484.52478549,0.25848395280029834,28350,0.0,109135561.54224174,1.3642420526593924e-10,0.0,100.0,25,DEP_133,133
-31.2864,122.838,12901.61622,21000,19000.0,59000.0,9000,2718808021.2964997,687216500.1856887,1419359320.7587636,612232200.3520473,-69689.57117877813,1969558247.65,400705.97513041494,507563296.6006142,121658342.07038929,0.2577041309675501,24625,0.0,93598121.99322456,3.183231456205249e-10,0.0,100.0,25,DEP_134,134
